TimeStamp;ReadsAvg;WritesAvg
1481840483;56.2461;110.7552
1481840484;54.15;107.5808
1481840486;54.9705;110.1768
1481840487;55.6289;107.4124
1481840488;54.9421;109.5743
1481840490;54.81399999999999;106.7127
1481840491;54.9671;111.2005
1481840493;55.9413;111.6543
1481840495;55.4357;108.3645
1481840497;54.1692;108.2887
1481840498;53.3982;108.3061
1481840499;53.6538;109.0097
1481840501;54.8376;107.6703
1481840502;54.446999999999996;108.9186
1481840503;54.3793;109.4692
1481840505;55.6757;115.6956
1481840506;54.4471;106.5365
1481840507;54.6729;107.0062
1481840508;55.2643;112.0983
1481840510;53.7346;107.5753
1481840512;55.7059;110.5955
1481840514;55.422;107.2466
1481840516;55.0953;106.9124
1481840517;53.5805;108.3061
1481840519;53.6762;105.73
1481840520;53.6459;108.976
1481840522;53.4345;105.2162
1481840523;52.331;109.8903
1481840524;57.001999999999995;108.037
1481840525;53.3435;105.3457
1481840526;53.5837;107.5478
1481840528;54.0188;105.5643
1481840529;53.5209;106.0711
1481840531;52.5664;104.9737
1481840532;55.2441;108.2479
1481840533;53.4111;104.1231
1481840534;52.9933;105.3649
1481840535;53.9041;107.0937
1481840536;54.5252;106.1115
1481840537;53.1589;106.8752
1481840539;54.4842;105.8543
1481840540;52.5899;106.3378
1481840541;53.1389;104.4682
1481840542;53.4674;104.5294
1481840543;53.4473;104.8174
1481840545;52.1231;103.2887
1481840546;52.3476;105.2025
1481840547;54.3128;107.0113
1481840548;54.0603;107.0746
1481840549;53.7136;106.2295
1481840550;53.2917;106.7632
1481840551;54.4948;106.431
1481840552;53.3923;105.1198
1481840553;53.5929;108.9173
1481840556;53.5972;108.3639
1481840557;52.9005;107.9937
1481840559;54.4865;107.2896
1481840560;54.998000000000005;107.5703
1481840561;53.9671;106.3635
1481840563;55.6804;107.7652
1481840564;53.056000000000004;111.7546
1481840567;53.4545;106.3874
1481840568;54.3706;105.7372
1481840580;53.0328;106.4026
1481840586;52.9097;105.96
1481840591;53.2376;107.97200000000001
1481840592;53.5498;107.6259
1481840622;64.6411;124.7453
1481840625;54.7315;109.5426
1481840626;54.8349;109.8463
1481840628;55.5053;113.6632
1481840629;54.9894;108.4157
1481840630;56.3886;109.6115
1481840631;71.6207;105.773
1481840633;75.2838;167.4823
1481840635;76.3592;116.3282
1481840636;86.7398;109.1413
1481840639;54.2632;111.2154
1481840640;56.693999999999996;111.5239
1481840641;58.6429;114.0139
1481840642;54.2166;108.9749
1481840643;54.5376;109.2998
1481840644;55.3808;115.738
1481840645;55.6889;110.05
1481840648;55.0455;109.8654
1481840650;55.4342;111.0815
1481840653;56.254;109.8188
1481840654;58.6401;108.9112
1481840655;53.4448;109.3408
1481840656;58.4798;106.704
1481840657;54.93;109.8314
1481840660;55.0562;108.3602
1481840661;54.4594;108.4681
1481840662;53.6371;108.0625
1481840663;56.1906;109.8524
1481840664;55.553000000000004;107.4965
1481840666;61.839;117.8368
1481840667;54.7826;108.7974
1481840668;56.9514;110.76899999999999
1481840672;53.5763;107.3111
1481840673;53.8839;105.5327
1481840674;55.5145;113.7019
1481840675;56.7273;111.2601
1481840676;59.0107;112.6788
1481840677;57.9896;111.6031
1481840680;55.5147;108.2867
1481840681;54.0;106.5438
1481840683;54.2161;109.1897
1481840684;55.5322;109.2958
1481840685;54.7968;108.4633
1481840687;56.7647;116.0463
1481840688;55.3188;113.3965
1481840690;55.294;112.5885
1481840691;55.3299;111.9589
1481840695;55.1301;108.178
1481840696;54.1677;109.169
1481840697;55.6994;112.6145
1481840698;55.012;107.1225
1481840700;54.2636;106.5785
1481840701;55.2228;108.779
1481840702;54.8462;110.8964
1481840704;53.8152;106.2775
1481840705;55.5675;107.7075
1481840707;54.5041;111.2981
1481840708;54.4804;108.0609
1481840709;53.9318;109.2435
1481840711;55.7844;108.5626
1481840712;55.211999999999996;108.9514
1481840713;55.6188;110.6624
1481840714;55.8532;109.5375
1481840716;53.6568;107.8384
1481840718;54.1274;106.0976
1481840721;54.8122;109.0314
1481840722;57.3229;108.6004
1481840723;55.1114;110.1315
1481840724;54.1088;110.2834
1481840725;54.2232;107.7439
1481840726;54.1529;107.0489
1481840727;55.2577;107.0907
1481840728;54.278999999999996;106.5426
1481840729;54.9553;107.1989
1481840730;54.0646;105.1735
1481840732;54.7982;107.3768
1481840733;54.9619;105.9819
1481840747;52.7379;107.5774
1481840753;53.9655;105.9308
1481840774;52.2259;104.7155
1481840776;52.2209;104.8076
1481840777;52.7554;103.0512
1481840780;55.0505;109.8532
1481840781;60.2592;122.4816
1481840782;57.8324;116.1665
1481840783;58.9725;117.5421
1481840784;63.5349;131.2137
1481840787;60.3716;117.814
1481840788;58.0062;113.0721
1481840789;56.825;116.5789
1481840790;55.2777;112.1306
1481840794;56.6319;117.2874
1481840795;57.261;112.095
1481840796;56.0503;112.4475
1481840797;57.9189;116.2199
1481840798;57.4547;117.2889
1481840800;57.9715;114.4885
1481840801;55.4025;114.0093
1481840802;60.0366;114.0676
1481840803;57.2354;114.0587
1481840804;58.5983;117.2519
1481840807;57.5199;115.73299999999999
1481840808;56.4068;113.3036
1481840809;58.3299;118.7128
1481840810;57.5755;118.5638
1481840811;58.5447;115.0614
1481840812;56.7223;112.2688
1481840813;59.1559;114.2438
1481840814;57.0098;113.8832
1481840816;56.5711;111.3424
1481840817;57.0969;116.0377
1481840818;59.1159;119.2823
1481840819;59.6465;120.1198
