TimeStamp;ReadsAvg;WritesAvg
1479626675;61.7494;130.114
1479626676;62.8547;130.4073
1479626677;62.5159;128.8956
1479626678;66.1584;130.9519
1479626679;64.2896;129.6733
1479626682;65.4598;128.7243
1479626683;64.8953;132.5976
1479626687;66.8409;137.9502
1479626688;68.9747;131.3089
1479626689;62.2546;123.1657
1479626691;55.1132;111.8712
1479626692;57.1534;113.014
1479626693;56.6178;113.5264
1479626694;58.1135;119.8523
1479626695;56.3159;112.3643
1479626696;56.748999999999995;115.7399
1479626698;57.5136;115.2758
1479626700;56.8252;115.0461
1479626701;56.2827;114.4041
1479626702;55.4606;111.2206
1479626705;56.0233;112.2486
1479626706;56.5751;113.992
1479626707;56.8735;113.7456
1479626708;56.4562;113.1906
1479626709;63.7701;113.2308
1479626710;58.4053;115.741
1479626711;57.5458;113.77799999999999
1479626713;59.2405;118.0777
1479626715;57.7023;114.5336
1479626716;57.563;116.1817
1479626717;54.7376;110.8056
1479626718;55.0885;111.8275
1479626719;58.4886;118.0937
1479626723;55.7982;111.0674
1479626724;54.7329;111.7175
1479626725;61.4288;119.9766
1479626726;62.2653;123.2021
1479626728;59.1401;119.2933
1479626729;56.8277;113.6789
1479626730;60.1105;125.1507
1479626731;57.4776;119.2309
1479626732;58.8983;113.5871
1479626733;56.8238;114.5159
1479626735;56.2501;109.7105
1479626737;55.6041;112.1854
1479626738;55.2972;113.1828
1479626742;57.6373;113.0709
1479626743;56.096000000000004;113.8334
1479626744;57.6477;113.866
1479626746;58.5016;114.39399999999999
1479626747;58.0468;113.4999
1479626748;55.6344;113.6426
1479626749;58.2431;118.4485
1479626750;59.1802;118.8251
1479626752;57.1427;116.4646
1479626753;56.4854;116.6924
1479626754;56.4308;109.6608
1479626756;55.8534;112.6589
1479626757;54.7562;109.0003
1479626758;58.0382;111.0629
1479626760;56.9004;114.1311
1479626761;56.648;114.366
1479626765;58.2275;115.6857
1479626767;57.7621;108.7014
1479626768;58.7805;117.0184
1479626770;57.9315;113.7
1479626771;57.3348;115.1801
1479626772;57.9941;116.8118
1479626773;59.6614;129.7536
1479626774;58.6986;115.3434
1479626775;58.52;115.0892
1479626776;56.6206;114.2086
1479626778;58.4477;115.0167
1479626780;57.2078;117.6165
1479626781;54.3678;109.4707
1479626782;54.5758;114.4033
1479626783;56.7882;112.8816
1479626784;58.3276;117.9094
1479626785;57.1776;113.7615
1479626786;56.3394;111.2932
1479626789;56.8451;116.0681
1479626790;58.6139;114.9395
1479626792;58.4666;117.245
1479626794;58.9114;115.9799
1479626796;57.5313;118.3785
1479626797;55.3094;110.2023
1479626799;51.6039;101.913
1479626801;51.5372;102.1686
1479626802;54.8799;113.5339
1479626803;52.2142;105.2825
1479626817;53.233000000000004;106.0269
1479626821;53.9057;108.1789
1479626822;53.0469;107.4319
1479626823;59.9184;118.0899
1479626825;71.4032;140.6003
1479626827;66.2034;135.5112
1479626828;69.414;133.8751
1479626829;64.842;134.8142
1479626830;64.1021;125.8353
1479626833;65.1398;127.5875
1479626834;69.0522;141.0173
1479626835;65.0886;128.1285
1479626836;61.8752;130.4155
1479626838;65.5403;131.7815
1479626843;64.5083;126.8574
1479626844;64.9919;132.2628
1479626845;64.2678;130.4081
1479626846;65.4651;129.5151
1479626847;68.5563;132.8512
1479626849;62.917;125.6297
1479626850;65.3361;131.30100000000002
1479626851;66.5217;135.8789
1479626852;64.5708;126.5661
1479626854;63.8216;135.887
1479626855;66.0335;128.1711
1479626856;60.7293;126.4148
1479626859;65.4616;129.7372
1479626861;64.5138;127.6561
1479626862;67.707;133.5972
1479626864;62.5247;129.5282
1479626865;66.1217;134.1917
1479626866;63.7786;133.1664
1479626867;65.3494;127.8356
1479626868;66.4867;135.5427
1479626870;63.5137;132.374
1479626872;63.1606;122.9016
1479626875;61.3868;124.6988
1479626876;59.6766;121.2202
1479626877;59.3513;117.8471
1479626878;57.9503;113.5879
1479626880;60.8289;119.6186
1479626881;57.1652;113.559
1479626882;62.4572;116.8916
1479626884;65.2391;125.6605
1479626886;58.3312;116.6074
1479626888;57.9741;117.5776
1479626889;59.818000000000005;116.2655
1479626891;58.288999999999994;120.5697
1479626892;58.8327;122.931
1479626893;60.3665;120.7665
1479626894;59.6324;119.8668
1479626895;63.0709;125.6012
1479626897;58.2646;117.3887
1479626900;66.4149;131.7954
1479626901;63.315;120.9127
1479626902;54.9777;112.6729
1479626904;54.2916;111.2618
1479626905;58.0762;115.0788
1479626906;59.1036;116.4453
1479626908;58.9313;120.8638
1479626910;56.8245;116.8566
1479626911;60.9247;117.1033
1479626912;56.635;114.2532
1479626913;58.0821;113.8641
1479626914;59.2046;117.4822
1479626915;57.9932;118.1309
1479626917;57.4489;114.3406
1479626918;57.7381;115.4472
1479626920;56.2208;112.2123
1479626921;58.3264;119.8902
1479626922;58.6651;114.4731
1479626923;59.369;122.0597
1479626924;57.0351;114.9444
1479626925;57.8295;120.6622
1479626926;56.0783;113.074
1479626927;56.2073;114.6648
1479626930;57.4458;111.6519
1479626931;58.0768;115.0853
1479626933;59.4432;119.5424
1479626935;60.4049;117.0864
1479626936;60.18899999999999;118.7593
1479626937;59.1185;117.8043
1479626938;58.9068;114.4334
1479626941;60.4522;118.6459
1479626942;61.397;124.4794
1479626943;61.9522;120.4015
1479626944;58.93899999999999;118.1783
1479626945;60.978;125.6734
1479626947;62.636;116.5489
1479626948;60.2202;124.0089
1479626949;59.1888;118.6314
1479626951;57.2641;116.5496
1479626953;58.7171;114.5358
1479626955;58.4743;122.2664
1479626956;59.742;120.3882
1479626957;61.881;126.152
1479626958;61.428999999999995;118.3324
1479626959;57.3235;113.4774
1479626960;57.635;117.65299999999999
1479626962;57.2397;113.8562
1479626963;55.7384;109.8241
1479626965;61.7908;129.3021
1479626966;58.4265;112.7192
1479626968;59.7875;118.4614
1479626969;55.4867;112.6744
1479626970;58.1897;112.2014
1479626971;59.56399999999999;117.3896
1479626974;62.5718;122.9773
1479626975;59.3643;121.18
1479626977;58.3696;118.4491
1479626978;58.8045;116.8473
1479626979;58.031000000000006;117.7615
1479626980;58.7606;117.5106
1479626983;57.9272;121.1916
1479626984;57.1721;113.655
1479626986;59.2994;114.3538
1479626987;57.2404;118.0591
1479626988;54.0104;111.2341
1479626989;52.4847;105.2654
1479626990;51.9451;103.3734
1479626991;51.3268;102.5526
1479626992;51.8473;103.2147
1479627009;53.1539;106.9535
1479627010;54.8444;111.6159
1479627012;58.9927;116.3754
1479627013;62.0625;123.8606
1479627014;60.8427;123.20100000000001
1479627015;69.0385;140.8405
1479627016;69.503;136.2137
1479627018;62.5638;125.5836
1479627020;63.5648;129.5718
1479627021;63.4494;129.1002
1479627024;65.73;130.1184
1479627025;64.1681;129.1973
1479627027;64.2539;131.7992
1479627028;66.1097;136.6637
1479627029;63.211000000000006;132.6424
1479627030;64.5076;125.0604
1479627031;63.6403;126.2521
1479627032;63.7205;128.8178
1479627033;70.1201;133.3692
1479627035;66.1045;131.8146
1479627036;65.418;141.4227
1479627037;68.0917;132.6272
1479627038;59.5608;131.4469
1479627040;62.8885;125.17299999999999
1479627042;64.1993;132.3739
1479627044;63.195;123.0167
1479627045;65.5937;133.0462
1479627046;64.8621;137.811
1479627049;67.2467;131.7785
1479627050;70.192;137.1545
1479627051;63.475;131.7945
1479627052;61.6382;123.6095
1479627053;70.9333;140.9968
1479627055;68.9574;140.5826
1479627056;67.3701;133.3056
1479627058;64.9217;132.4894
1479627060;59.8247;122.825
1479627062;71.3942;160.4719
1479627064;58.7012;124.3529
1479627065;60.5059;118.2103
1479627067;56.9824;116.6409
1479627068;57.0083;112.5516
1479627069;56.5785;111.2019
1479627070;57.1502;113.9921
1479627071;58.5822;119.8575
1479627073;59.4193;117.7777
1479627075;57.6717;117.8138
1479627077;59.0217;118.4443
1479627078;55.5799;112.363
1479627079;55.4013;113.4492
1479627080;58.845;114.8983
1479627081;60.1668;115.0842
1479627083;57.2879;116.2675
1479627084;57.6281;109.9352
1479627085;58.1621;114.7134
1479627087;55.1304;111.027
1479627088;61.4856;118.2138
1479627091;56.3612;112.0767
1479627093;57.7186;114.37899999999999
1479627094;56.1929;112.273
1479627096;61.1303;122.1721
1479627098;61.9079;126.9395
1479627099;60.2003;114.1432
1479627100;56.9343;114.0722
1479627102;60.1452;120.1322
1479627103;63.7185;122.4485
1479627104;60.8127;125.6808
1479627105;64.0767;134.4067
1479627108;60.5972;130.3225
1479627109;58.9095;117.15299999999999
1479627110;61.9104;119.1027
1479627112;58.4309;118.9349
1479627114;57.5179;115.6985
1479627115;56.9134;117.4474
1479627116;56.9471;116.3431
1479627117;59.6396;119.7356
1479627120;57.2285;119.3905
1479627121;60.8747;114.8645
1479627122;61.8964;122.9572
1479627124;61.218;121.5735
1479627125;61.6494;120.7502
1479627126;58.4047;117.0681
1479627127;56.9228;117.9872
1479627130;59.538000000000004;119.3476
1479627132;58.7167;114.7696
1479627133;57.4061;113.3091
1479627135;57.4369;120.8778
1479627136;58.0654;115.13600000000001
1479627137;58.4837;114.6755
1479627139;56.4925;114.6864
1479627140;58.9188;114.9211
1479627141;56.4315;114.6786
1479627143;60.8541;112.9814
1479627144;58.8512;119.0861
1479627145;57.4189;127.3343
1479627146;54.9251;109.9565
1479627147;57.5861;111.3501
1479627151;56.9942;112.9392
1479627152;57.1963;111.9885
1479627153;56.2864;115.7664
1479627154;59.4333;118.0571
1479627156;57.4514;118.9771
1479627157;60.8191;123.7253
1479627158;63.5387;122.0705
1479627159;56.3758;113.3474
1479627160;56.2544;113.4705
1479627161;56.3532;113.00200000000001
1479627162;57.1944;114.1259
1479627163;56.6996;115.8226
1479627164;60.4469;122.755
1479627165;56.6409;111.0045
1479627167;56.8765;117.7813
1479627168;54.6763;114.7677
1479627169;58.9254;113.8828
1479627170;58.2473;114.1509
1479627172;59.4171;119.8671
1479627175;55.8082;116.0435
1479627176;56.1517;114.0955
1479627177;52.7966;106.1787
1479627179;50.9504;103.0893
1479627190;52.7359;106.4579
1479627191;53.4795;108.7111
1479627192;57.4223;117.4749
1479627193;67.2696;147.7754
1479627194;61.1992;125.2806
1479627195;63.4615;127.7256
1479627196;61.5441;132.85299999999998
1479627197;60.2151;125.4002
1479627198;68.6168;139.2391
1479627201;64.9943;140.0772
1479627202;64.4812;129.3668
1479627203;62.9854;123.9004
1479627205;63.8848;127.7624
1479627207;65.2172;137.114
1479627208;68.5076;138.3251
1479627209;63.7257;128.3782
1479627211;66.3948;133.9446
1479627212;60.619;124.0076
1479627213;64.6553;128.3659
1479627214;64.7279;131.2886
1479627216;68.345;133.1227
1479627217;62.2696;124.1479
1479627218;61.2324;123.6977
1479627219;60.9394;124.177
1479627222;63.4073;120.5985
1479627224;60.0027;116.7628
1479627225;54.7681;116.6117
1479627226;57.6884;112.0314
1479627227;55.4996;112.3071
1479627229;57.7502;114.6371
1479627230;59.4742;114.4025
1479627231;56.5024;114.7517
1479627232;63.5628;124.4331
1479627234;60.9488;123.7686
1479627235;59.5458;124.2442
1479627237;56.9581;117.696
1479627238;58.4031;116.1843
1479627239;59.0247;116.4692
1479627240;61.6064;123.0546
1479627243;57.6374;116.4499
1479627244;59.64;117.5843
1479627245;62.7389;128.4024
1479627247;61.5618;123.1159
1479627249;60.5552;122.4897
1479627250;61.8156;121.3688
1479627251;66.4387;123.8532
1479627252;60.9193;121.5689
1479627253;61.4321;124.1005
1479627254;62.5997;121.5115
1479627255;63.8489;127.3177
1479627257;58.8188;116.2305
1479627258;56.5729;115.3649
1479627260;56.4203;111.4765
1479627261;57.5702;113.9189
1479627263;58.1584;116.7172
1479627265;60.17100000000001;114.6607
1479627266;57.0547;117.7792
1479627269;59.6187;114.5859
1479627270;57.8496;117.2986
1479627271;58.5217;113.7479
1479627272;57.3932;115.6739
1479627273;59.0234;120.166
1479627274;58.0362;114.9335
1479627275;63.4948;119.9188
1479627277;60.4722;118.6562
1479627278;60.5928;124.9675
1479627280;61.475;123.6739
1479627281;59.7889;119.8874
1479627284;61.0627;122.9839
1479627286;58.2681;113.8649
1479627287;57.4392;115.8947
1479627288;60.9559;127.4773
1479627289;66.2088;123.3196
1479627290;58.1323;114.5594
1479627292;57.5829;111.7283
1479627294;57.1893;112.3084
1479627295;56.2155;116.0652
1479627297;56.1133;116.2981
1479627298;62.0954;117.9887
1479627299;58.84;116.5536
1479627300;57.7167;116.7082
1479627302;64.3426;123.0635
1479627304;60.61600000000001;120.28399999999999
1479627305;56.5281;115.6336
1479627306;62.9591;121.6606
1479627308;57.1547;112.29799999999999
1479627309;57.5973;114.9201
1479627310;58.4481;113.255
1479627311;56.5779;116.1958
1479627312;58.7175;114.90100000000001
1479627315;55.7553;113.975
1479627316;58.6384;116.7615
1479627317;59.4421;119.1758
1479627318;60.3238;120.7956
1479627320;62.835;128.7482
1479627321;60.2216;122.5373
1479627322;62.857;118.6546
1479627324;64.567;127.455
1479627326;57.2792;116.0272
1479627327;58.2786;117.2049
1479627332;59.7512;118.4085
1479627333;58.9461;119.4705
1479627335;60.7389;118.7681
1479627337;61.763000000000005;119.6209
1479627338;59.1415;123.1409
1479627339;59.629;116.0265
1479627341;59.957;116.1476
1479627342;56.089;112.1518
1479627343;58.1255;114.5216
1479627344;56.8609;116.9707
1479627348;57.9394;121.7501
1479627349;59.8933;115.6271
1479627350;59.8971;115.7951
1479627351;60.4996;123.8516
1479627352;55.0556;114.88
1479627353;58.9034;115.9692
1479627355;60.5265;121.2152
1479627356;60.3501;121.4254
1479627358;60.1051;119.6366
1479627359;57.8217;118.2955
1479627360;59.9639;120.9205
1479627361;56.7071;116.9044
1479627362;57.1617;113.9175
1479627363;54.768;107.7643
1479627365;51.3141;102.992
1479627367;53.488;105.8961
1479627376;53.3907;105.8068
1479627378;53.1942;109.5973
1479627379;54.7132;108.5048
1479627382;63.2079;127.9008
1479627383;75.9264;138.9093
1479627384;65.9426;133.6041
1479627385;66.5064;133.9704
1479627387;59.6369;125.8718
1479627388;64.4102;133.1869
1479627390;67.2009;136.971
1479627391;65.0392;133.855
1479627393;63.1704;132.4913
1479627394;68.0786;133.1117
1479627395;68.10600000000001;137.6362
1479627396;68.9605;137.0257
1479627397;64.9826;132.5651
1479627402;59.1129;119.0883
1479627403;58.5308;115.3471
1479627404;57.7777;120.3117
1479627409;62.4532;123.2575
1479627410;57.5317;116.416
1479627411;58.3587;112.5057
1479627412;57.3126;116.6597
1479627413;57.8807;118.3574
1479627416;59.2837;117.1926
1479627417;57.1266;116.4782
1479627418;56.4826;117.236
1479627419;61.6564;125.0222
1479627421;62.5705;124.3056
1479627422;58.8037;118.2518
1479627424;58.9628;119.6916
1479627425;59.3819;118.0049
1479627427;60.5846;115.2525
1479627428;59.4203;122.2046
1479627430;60.7711;117.9177
1479627432;58.6367;123.5132
1479627433;59.8068;121.6928
1479627434;57.7075;115.2352
1479627435;57.91;118.2574
1479627438;56.5765;118.40700000000001
1479627440;59.5344;115.7929
1479627441;58.2006;115.8675
1479627442;60.1188;119.0506
1479627443;58.1827;118.5954
1479627444;59.1673;120.6282
1479627448;58.8817;120.5949
1479627449;59.1037;115.6377
1479627450;58.4497;117.729
1479627451;56.8068;115.0067
1479627452;58.5486;118.8041
1479627453;61.6814;122.9731
1479627454;59.2014;118.1814
1479627455;59.173;121.0984
1479627457;57.6113;118.0028
1479627458;65.5389;118.5123
1479627459;56.7013;114.8292
1479627461;57.4678;111.2603
1479627464;58.7666;118.1553
1479627465;57.5792;114.391
1479627468;59.7704;120.2704
1479627471;57.7122;113.6703
1479627472;58.0732;116.7666
1479627474;57.8152;116.6358
1479627475;56.5787;115.2347
