TimeStamp;LostFrames;noAudioPlayed;avgInterAudioPlayedDelay;NetReadOperations;NetReadBytes;NetReadAvgDelay;noAudioLost;noAudioLate;NoRTPPkts;AvgRTPInterPktDelay;LostRTPPkts;AvgRTPJitter;DispFrames;AvgInterDispDelay
1481817121;0;42;0.0239991914658;117;72960;0.00861707711831;0;0;0;0;0;0;24;0.0417098303636
1481817122;0;43;0.0234615359195;155;89184;0.006504329558340001;0;0;0;0;0;0;24;0.041707505782400005
1481817124;0;42;0.024007950510299997;136;81072;0.00741363974179;0;0;0;0;0;0;24;0.041706959406499995
1481817125;0;37;0.0241715972488;423;291800;0.00231017683133;0;0;0;0;0;0;24;0.0417096217473
1481817126;0;42;0.023253520329800003;359;218888;0.00282494470602;0;0;0;0;0;0;24;0.0417076249917
1481817127;0;48;0.0235047290723;176;113488;0.0057265162468;0;0;0;0;0;0;24;0.0417076647282
1481817128;0;37;0.0239957603248;223;129720;0.00451991483235;0;0;0;0;0;0;24;0.0417080024878
1481817129;0;42;0.025712353842599997;137;89168;0.00665690603047;0;0;0;0;0;0;24;0.0417099197706
1481817130;0;42;0.0234294562113;147;97272;0.00718406755097;0;0;0;0;0;0;24;0.041707038879400006
1481817132;0;42;0.0239785455522;175;105392;0.005348640169420001;0;0;0;0;0;0;24;0.0417086283366
1481817134;0;41;0.0251575563012;226;154008;0.00499154508641;0;0;0;0;0;0;24;0.0417072872321
1481817135;0;39;0.023420951305299996;254;162128;0.00359070394921;0;0;0;0;0;0;24;0.041707923015
1481817136;0;42;0.0239862146832;292;178352;0.00369865110476;0;0;0;0;0;0;24;0.0417104562124
1481817137;0;42;0.0245723554066;205;129704;0.0049166923616;0;0;0;0;0;0;24;0.0417083700498
1481817138;0;42;0.023991618837599996;136;81072;0.0067063675207299995;0;0;0;0;0;0;24;0.041707833608
1481817139;0;43;0.0234478850697;183;105400;0.00577010352755;0;0;0;0;0;0;24;0.04170854886369999
1481817140;0;42;0.023997664451599995;195;121600;0.00529266259609;0;0;0;0;0;0;24;0.0417074561119
1481817141;0;42;0.0234241939726;236;162112;0.00386353771565;0;0;0;0;0;0;24;0.0417083303134
