TimeStamp;LostFrames;noAudioPlayed;avgInterAudioPlayedDelay;NetReadOperations;NetReadBytes;NetReadAvgDelay;noAudioLost;noAudioLate;NoRTPPkts;AvgRTPInterPktDelay;LostRTPPkts;AvgRTPJitter;DispFrames;AvgInterDispDelay
1481823782;0;42;0.024001019341599997;185;90256;0.005233411531189999;0;0;0;0;0;0;24;0.0417083303134
1481823783;0;41;0.023999196727100002;135;55400;0.00741634015684;0;0;0;0;0;0;24;0.0417068799337
1481823784;0;42;0.024001121521;114;53336;0.008967755133649998;0;0;0;0;0;0;24;0.041711250941
1481823785;0;42;0.023999713716099998;142;71792;0.007112415743550001;0;0;0;0;0;0;24;0.0417083303134
1481823786;0;41;0.0240004876765;203;84128;0.00490505354745;0;0;0;0;0;0;24;0.041708171367599994
1481823789;0;27;0.034663739027800004;144;65648;0.006929319765830001;0;0;0;0;0;0;24;0.0417070488135
1481823792;0;31;0.0337157095632;189;76768;0.005180713360899999;0;0;0;0;0;0;24;0.041707833608
1481823793;0;27;0.0379132959578;146;58664;0.006681110760939999;0;0;0;0;0;0;24;0.041709333658199996
1481823795;0;0;0.0;133;53352;0.00816455640291;0;0;0;0;0;0;12;0.113290170829
1481823796;0;0;0.0;145;82032;0.00690304164229;0;0;0;0;0;0;13;0.0760689148536
1481823797;0;0;0.0;315;134208;0.0031735654861200003;0;0;0;0;0;0;13;0.0760840085837
1481823798;0;0;0.0;304;127208;0.0033499865155500004;0;0;0;0;0;0;13;0.0760729863093
1481823799;0;0;0.0;178;89416;0.00546776980497;0;0;0;0;0;0;13;0.0761472445268
1481823800;0;96;0.07050835341219999;180;86992;0.00569545030594;0;0;0;0;0;0;13;0.0761373776656
1481823801;0;42;0.024000071343900004;210;90822;0.00442307108925;0;0;0;0;0;0;16;0.0638288706541
1481823802;0;41;0.0239999294281;235;127474;0.00451772365164;0;0;0;0;0;0;24;0.04170808196069999
1481823803;0;42;0.0239999294281;261;115248;0.00379668524439;0;0;0;0;0;0;24;0.041708459456800004
1481823805;0;41;0.0240002667032;252;112840;0.0038009967122800002;0;0;0;0;0;0;24;0.0417066613833
1481823806;0;42;0.024000241642900003;183;72664;0.0057451412326000005;0;0;0;0;0;0;24;0.0417078832785
1481823807;0;42;0.023999781835599997;227;95592;0.00437881032801;0;0;0;0;0;0;24;0.0417082905769
1481823808;0;41;0.024000633053700003;235;121016;0.00424287674275;0;0;0;0;0;0;24;0.0417106250922
1481823810;0;42;0.0239997648057;246;112832;0.00434669924945;0;0;0;0;0;0;24;0.041707833608
1481823813;0;42;0.024000502768;257;105856;0.00360052502109;0;0;0;0;0;0;24;0.0417084991932
1481823814;0;41;0.0239980453398;264;125128;0.00405476129416;0;0;0;0;0;0;24;0.041704128185900004
1481823815;0;42;0.0240012407303;219;98480;0.00463433788247;0;0;0;0;0;0;24;0.041711330413800006
1481823816;0;42;0.024000116757;172;86992;0.00565142409746;0;0;0;0;0;0;24;0.0417085786661
1481823817;0;41;0.0239998305716;229;99688;0.00408633202965;0;0;0;0;0;0;24;0.0417058368524
1481823818;0;42;0.024000116757;286;135392;0.00371697899345;0;0;0;0;0;0;24;0.0417106250922
1481823819;0;42;0.023999861308499997;310;131312;0.0033502740244699997;0;0;0;0;0;0;24;0.0417085389296
1481823820;0;41;0.0239991676517;263;122222;0.0037535406337500005;0;0;0;0;0;0;24;0.041735798120499996
1481823822;0;42;0.0240010250182;179;81104;0.005497591455560001;0;0;0;0;0;0;24;0.041704833507500004
1481823823;0;41;0.0240002667032;267;121664;0.00377537516619;0;0;0;0;0;0;24;0.0417082905769
1481823824;0;42;0.0240000259309;231;121632;0.0044671033884;0;0;0;0;0;0;24;0.041708419720300004
1481823825;0;42;0.023999452590900004;191;89216;0.00502636170512;0;0;0;0;0;0;24;0.0417076249917
1481823826;0;41;0.0240002667032;174;97296;0.005517470425569999;0;0;0;0;0;0;24;0.0417076647282
1481823830;0;42;0.0240004289718;182;89208;0.004878999112729999;0;0;0;0;0;0;24;0.041708419720300004
1481823831;0;42;0.0240005197979;249;121648;0.0041445144209;0;0;0;0;0;0;24;0.041706333557800006
1481823832;0;41;0.023999365364599998;184;105400;0.005477841781529999;0;0;0;0;0;0;24;0.0417115390301
1481823833;0;42;0.024000003224299998;210;97328;0.005143476667859999;0;0;0;0;0;0;24;0.0417050421238
1481823835;0;41;0.024000121326;182;89208;0.00514231933342;0;0;0;0;0;0;24;0.0417114992936
1481823836;0;42;0.023998073169200003;230;113536;0.0045912867007;0;0;0;0;0;0;24;0.041708250840500005
1481823838;0;41;0.0240012668982;135;72976;0.00799889034695;0;0;0;0;0;0;24;0.041708171367599994
1481823839;0;42;0.0239987884249;126;72968;0.00800111747923;0;0;0;0;0;0;24;0.04170512159669999
1481823840;0;42;0.024001286143299997;200;89224;0.004919281005859999;0;0;0;0;0;0;24;0.041708250840500005
1481823841;0;41;0.0239998770923;157;97280;0.00672658537603;0;0;0;0;0;0;24;0.041710088650400004
1481823842;0;42;0.023999117669599997;158;82138;0.00604282904275;0;0;0;0;0;0;24;0.0417083700498
1481823844;0;41;0.0240001445863;92;49224;0.0102951526642;0;0;0;0;0;0;24;0.0417109231154
1481823846;0;42;0.024000071343900004;159;66864;0.005801226357989999;0;0;0;0;0;0;24;0.041707545518900005
1481823848;0;42;0.0239988565445;149;60352;0.00671561772391;0;0;0;0;0;0;24;0.0417070488135
1481823849;0;42;0.0240013088499;107;61520;0.00920498928177;0;0;0;0;0;0;24;0.0417064130306
1481823851;0;42;0.0240004743849;337;136640;0.0029261600369899997;0;0;0;0;0;0;24;0.0417062143485
1481823854;0;42;0.0239999975477;185;87368;0.00549878945222;0;0;0;0;0;0;24;0.0417080024878
1481823856;0;41;0.0239989059727;331;147712;0.00305534489565;0;0;0;0;0;0;24;0.041706999142999995
1481823858;0;42;0.024000241642900003;220;89080;0.00480949120088;0;0;0;0;0;0;24;0.0417079627514
1481823861;0;41;0.023999731715099996;111;56224;0.0103690173175;0;0;0;0;0;0;24;0.0417094131311
1481823862;0;37;0.024001649908099998;171;70976;0.00478970237643;0;0;0;0;0;0;24;0.041708171367599994
1481823863;0;21;0.0346173331851;111;45144;0.010726224194799999;0;0;0;0;0;0;24;0.0417097012202
1481823864;0;32;0.043316565454;152;60352;0.00649586163069;0;0;0;0;0;0;24;0.041708211104099994
1481823865;0;26;0.032316455474299996;339;136640;0.0029971887931699998;0;0;0;0;0;0;24;0.041704505682
1481823866;0;21;0.0392772924332;340;143632;0.00284183866837;0;0;0;0;0;0;24;0.041710664828599996
1481823868;0;0;0.0;185;73872;0.0057212262540299996;0;0;0;0;0;0;11;0.15885192697699999
1481823869;0;0;0.0;172;68560;0.005659739638479999;0;0;0;0;0;0;13;0.0761231459104
1481823870;0;0;0.0;252;104648;0.00395165076331;0;0;0;0;0;0;13;0.07610176159789998
1481823871;0;0;0.0;258;103808;0.00383207687112;0;0;0;0;0;0;14;0.0761240039553
1481823873;0;0;0.0;179;73872;0.0054195819620300005;0;0;0;0;0;0;13;0.0761895546546
1481823874;0;0;0.0;133;55400;0.007716195027629999;0;0;0;0;0;0;13;0.0763256916633
1481823877;0;42;0.024001218023799998;90;36936;0.00944312148624;0;0;0;0;0;0;24;0.0417101681232
1481823879;0;42;0.0240000486374;98;39832;0.0115685195339;0;0;0;0;0;0;24;0.0417079627514
1481823880;0;42;0.0239999067216;93;38144;0.00961877453712;0;0;0;0;0;0;24;0.041707833608
1481823881;0;41;0.024000045729799996;100;39832;0.0113310194016;0;0;0;0;0;0;24;0.041709333658199996
1481823883;0;25;0.0292348766327;74;43064;0.0148277959308;0;0;0;0;0;0;24;0.0417112906774
1481823884;0;21;0.0545701412928;98;41880;0.0119036533395;0;0;0;0;0;0;24;0.041706631581
1481823885;0;21;0.052474998292500005;82;33552;0.012033160139899999;0;0;0;0;0;0;24;0.0417089958986
1481823886;0;0;0.0;55;21008;0.016469834067599998;0;0;0;0;0;0;20;0.0417081475258
1481823887;0;0;0.0;109;43936;0.00994212036833;0;0;0;0;0;0;4;0.298037230968
1481823888;0;0;0.0;104;42248;0.008837576095870001;0;0;0;0;0;0;13;0.0761947815235
1481823890;0;0;0.0;103;41040;0.009312729233680001;0;0;0;0;0;0;13;0.0761464559115
1481823891;0;0;0.0;110;45144;0.00968046405099;0;0;0;0;0;0;13;0.0761413024022
1481823892;0;0;0.0;111;45144;0.00852689012751;0;0;0;0;0;0;13;0.0761316189399
1481823894;0;0;0.0;104;41040;0.008950710296629999;0;0;0;0;0;0;13;0.07615038064810001
1481823895;0;0;0.0;98;39832;0.0114298791301;0;0;0;0;0;0;14;0.0761523587363
1481823896;0;0;0.0;83;34040;0.010437770062200001;0;0;0;0;0;0;13;0.0761651626
1481823897;0;0;0.0;62;24624;0.0184577588112;0;0;0;0;0;0;13;0.07615292989289998
1481823899;0;0;0.0;166;67712;0.0062001986676;0;0;0;0;0;0;13;0.0761223022754
1481823901;0;100;0.16019265174900002;75;29936;0.0134141318003;0;0;0;0;0;0;13;0.07613660739019999
1481823902;0;42;0.0239999237515;114;45144;0.00812942103336;0;0;0;0;0;0;18;0.0582632886039
1481823903;0;41;0.0239989292331;108;43936;0.00985070511147;0;0;0;0;0;0;24;0.0417098701
1481823905;0;42;0.0240005935941;104;41040;0.0087135388301;0;0;0;0;0;0;24;0.0417023400466
1481823906;0;41;0.023999853832;96;39832;0.011435478925700002;0;0;0;0;0;0;24;0.041710664828599996
1481823907;0;40;0.024000197648999997;105;42248;0.00956794420878;0;0;0;0;0;0;24;0.041706293821300006
1481823909;0;16;0.060574427247000004;91;36936;0.010240284951200001;0;0;0;0;0;0;24;0.0417096316814
1481823912;0;0;0.0;131;54312;0.007683060551419999;0;0;0;0;0;0;14;0.07617749486650001
1481823913;0;0;0.0;125;48288;0.00824224090576;0;0;0;0;0;0;13;0.07609215149510001
1481823914;0;0;0.0;104;42248;0.008821576833719999;0;0;0;0;0;0;13;0.0760181500362
1481823920;0;0;0.0;94;47176;0.010725756909;0;0;0;0;0;0;13;0.07614830824049999
1481823925;0;0;0.0;117;45144;0.00880688887376;0;0;0;0;0;0;13;0.07620622561530001
1481823926;0;0;0.0;152;61560;0.0069559749804;0;0;0;0;0;0;13;0.0761203032274
1481823927;0;0;0.0;162;64456;0.00593434439765;0;0;0;0;0;0;14;0.07608657223839999
1481823928;0;106;0.1710018032;156;62768;0.00651662319134;0;0;0;0;0;0;13;0.07606354126560001
1481823929;0;42;0.023998663539;122;49248;0.00764676977376;0;0;0;0;0;0;21;0.047606048129900005
1481823930;0;42;0.0240010988145;162;65664;0.006307419435479999;0;0;0;0;0;0;24;0.041708211104099994
1481823931;0;41;0.024000068990199998;174;69768;0.006139603154410001;0;0;0;0;0;0;24;0.0417064130306
1481823933;0;42;0.024001070431300002;133;53352;0.007270420404310001;0;0;0;0;0;0;24;0.041708340247499996
1481823934;0;28;0.0333152924265;130;53352;0.00810193832104;0;0;0;0;0;0;24;0.0417092442513
1481823937;0;5;0.0569664001465;154;61560;0.00669437569457;0;0;0;0;0;0;16;0.041703253984500005
1481823938;0;0;0.0;152;61560;0.00657921715787;0;0;0;0;0;0;8;0.16314250230799998
1481823939;0;0;0.0;121;49248;0.008312034212850001;0;0;0;0;0;0;13;0.076099395752
1481823940;0;0;0.0;112;45144;0.00845109777791;0;0;0;0;0;0;13;0.07612076172460001
1481823941;0;0;0.0;113;45144;0.00801425697529;0;0;0;0;0;0;13;0.0761386981377
1481823945;0;0;0.0;113;45144;0.008426512237140001;0;0;0;0;0;0;13;0.0761683904208
1481823948;0;0;0.0;107;45144;0.00857495147491;0;0;0;0;0;0;13;0.07601660948530001
1481823949;0;0;0.0;122;49248;0.00800834522873;0;0;0;0;0;0;13;0.0760323084318
1481823950;0;0;0.0;10;4104;0.0768425941467;0;0;0;0;0;0;14;0.0760469947542
1481823951;0;0;0.0;130;53352;0.011160162779000001;0;0;0;0;0;0;13;0.0760843020219
1481823952;0;0;0.0;108;45144;0.00693469356608;0;0;0;0;0;0;13;0.07610823557930001
1481823955;0;42;0.023998760041700002;119;49248;0.00800747029922;0;0;0;0;0;0;20;0.050885355472599994
1481823956;0;41;0.024000900547700002;11;4104;0.07924864508889999;0;0;0;0;0;0;24;0.0417094131311
1481823957;0;42;0.0240001451401;121;49248;0.00739431381226;0;0;0;0;0;0;24;0.0417067905267
1481823958;0;42;0.0240005935941;32;12312;0.040903560817199994;0;0;0;0;0;0;24;0.0417117575804
1481823961;0;10;0.08668601512910001;131;52144;0.00776753352799;0;0;0;0;0;0;24;0.0417104562124
1481823962;0;11;0.07933480089360001;72;28968;0.0135953757498;0;0;0;0;0;0;23;0.0417048723801
1481823963;0;0;0.0;144;57216;0.0070831378301;0;0;0;0;0;0;2;0.519914031029
1481823964;0;0;0.0;121;49488;0.00797065427481;0;0;0;0;0;0;13;0.07617060954749999
1481823965;0;0;0.0;95;37904;0.0107438614494;0;0;0;0;0;0;13;0.07611591999350001
1481823966;0;0;0.0;125;49248;0.008198448181149998;0;0;0;0;0;0;13;0.07613946841310001
1481823967;0;0;0.0;89;37776;0.011228001519500002;0;0;0;0;0;0;13;0.0761499221508
1481823970;0;0;0.0;87;34040;0.011243000797800001;0;0;0;0;0;0;13;0.0761441450853
1481823971;0;0;0.0;162;65664;0.00646795019691;0;0;0;0;0;0;13;0.0761525447552
1481823972;0;0;0.0;144;57456;0.0061352368858100005;0;0;0;0;0;0;13;0.0761343882634
1481823976;0;0;0.0;55;21728;0.018314560976900002;0;0;0;0;0;0;14;0.0761547088623
1481823977;0;0;0.0;152;61560;0.0061962181016;0;0;0;0;0;0;13;0.0761784590208
1481823978;0;0;0.0;120;49248;0.00848682522774;0;0;0;0;0;0;13;0.076148546659
1481823979;0;89;0.19622185524900002;152;61560;0.00665649928545;0;0;0;0;0;0;13;0.076163310271
1481823981;0;41;0.0240010982606;53;20520;0.014674524091299998;0;0;0;0;0;0;24;0.041705250740099994
1481823982;0;42;0.023999452590900004;141;57456;0.007766397286810001;0;0;0;0;0;0;24;0.041709333658199996
1481823983;0;42;0.0239996399198;92;51272;0.0099105446235;0;0;0;0;0;0;24;0.0417094131311
1481823984;0;41;0.0240001445863;123;49248;0.00829686963461;0;0;0;0;0;0;24;0.041717370351199996
1481823985;0;42;0.023999861308499997;135;53352;0.008786273885660001;0;0;0;0;0;0;24;0.0416977504889
1481823987;0;21;0.054200047538400006;110;45144;0.009244563362819999;0;0;0;0;0;0;24;0.0417075852553
1481823989;0;0;0.0;108;45144;0.008484213440510001;0;0;0;0;0;0;9;0.041704442766
1481824005;0;0;0.0;235;108008;0.004366127988130001;0;0;0;0;0;0;13;0.0760061557476
1481824006;0;109;0.165437072789;283;136120;0.00354708462638;0;0;0;0;0;0;13;0.0760100804842
1481824007;0;42;0.0239999521346;286;118288;0.00340772342015;0;0;0;0;0;0;21;0.0494834809076
1481824010;0;42;0.0239988622211;229;97520;0.00476146369001;0;0;0;0;0;0;24;0.0417089660962
1481824011;0;41;0.024000947068400003;203;89192;0.0050697725981899994;0;0;0;0;0;0;24;0.0417095323404
1481824012;0;35;0.0280229432242;232;94392;0.00418593554661;0;0;0;0;0;0;24;0.041709045569099996
1481824013;0;11;0.09216882965780002;81;31624;0.012368840935799999;0;0;0;0;0;0;24;0.0417065024376
1481824015;0;15;0.0532572587331;230;94392;0.00389803907146;0;0;0;0;0;0;17;0.041707585839699995
1481824016;0;0;0.0;170;72648;0.006834194239449999;0;0;0;0;0;0;11;0.11646537347300001
1481824017;0;0;0.0;224;90296;0.0044919018234499996;0;0;0;0;0;0;13;0.07626476654639999
1481824018;0;0;0.0;356;148224;0.0026859855384;0;0;0;0;0;0;13;0.0761953133803
1481824019;0;0;0.0;263;106704;0.0039066506882600004;0;0;0;0;0;0;13;0.0761676018055
1481824020;0;0;0.0;398;164888;0.00253918063101;0;0;0;0;0;0;13;0.0761020000164
1481824023;0;0;0.0;350;142432;0.00304098878588;0;0;0;0;0;0;13;0.0759953902318
1481824024;0;0;0.0;208;83288;0.004639600331970001;0;0;0;0;0;0;13;0.07606983184810001
1481824025;0;0;0.0;123;49248;0.00797457811309;0;0;0;0;0;0;13;0.0760404696831
1481824026;0;0;0.0;217;98472;0.00492670019651;0;0;0;0;0;0;13;0.07587922536410001
1481824028;0;0;0.0;173;73864;0.00615981410694;0;0;0;0;0;0;13;0.0761256951552
1481824030;0;0;0.0;52;20520;0.019693521352900003;0;0;0;0;0;0;13;0.0760395343487
1481824032;0;41;0.024000412080299998;140;57456;0.00703410761697;0;0;0;0;0;0;23;0.044587570688
1481824033;0;42;0.023998572712900002;149;61560;0.006745215230340001;0;0;0;0;0;0;24;0.0417077839375
1481824034;0;42;0.0240001678467;146;60824;0.00685331429521;0;0;0;0;0;0;24;0.0417046745618
1481824036;0;42;0.0239998329253;130;50456;0.0072377003156199994;0;0;0;0;0;0;24;0.041708340247499996
1481824038;0;32;0.026821188628700005;216;85944;0.0047209020014199994;0;0;0;0;0;0;24;0.041706333557800006
1481824039;0;26;0.042572003144500006;236;95600;0.00411217394522;0;0;0;0;0;0;24;0.0417092541854
1481824040;0;27;0.037607555036199995;324;134216;0.0031232532159800003;0;0;0;0;0;0;24;0.0417077839375
1481824042;0;26;0.0424141150254;186;73872;0.0053313227110000005;0;0;0;0;0;0;24;0.0417085389296
1481824043;0;0;0.0;196;79184;0.00512166899078;0;0;0;0;0;0;7;0.146652596337
1481824044;0;0;0.0;202;82080;0.004721647441979999;0;0;0;0;0;0;13;0.07607714946449999
1481824045;0;0;0.0;179;74712;0.0056203810196300006;0;0;0;0;0;0;13;0.07608331166780001
1481824046;0;0;0.0;219;97632;0.0042945380624599995;0;0;0;0;0;0;13;0.0760757556328
1481824047;0;0;0.0;79;30416;0.0135653169849;0;0;0;0;0;0;13;0.0761153881366
1481824048;0;0;0.0;40;17624;0.024805748462700002;0;0;0;0;0;0;13;0.07615247139560001
1481824051;0;0;0.0;140;55520;0.00690458502088;0;0;0;0;0;0;13;0.07616560275739999
1481824052;0;0;0.0;125;52392;0.00787935256958;0;0;0;0;0;0;13;0.07616908733660001
1481824054;0;101;0.119887833548;139;57456;0.006908898730930001;0;0;0;0;0;0;13;0.0761415408208
1481824055;0;41;0.024001511131799998;151;61560;0.00646714658927;0;0;0;0;0;0;19;0.053761745754
1481824057;0;42;0.024000116757;189;76768;0.00551122710818;0;0;0;0;0;0;24;0.0417085786661
1481824058;0;41;0.0239997549755;101;43088;0.010059831166;0;0;0;0;0;0;24;0.041709125042
1481824059;0;42;0.023999004136900003;92;38144;0.009725578453229999;0;0;0;0;0;0;24;0.0417104562124
1481824060;0;42;0.024000951222;101;41880;0.0106989487563;0;0;0;0;0;0;24;0.0417080024878
1481824061;0;41;0.0240001445863;111;45144;0.00903480332177;0;0;0;0;0;0;24;0.0417067507903
1481824063;0;25;0.028002643585200004;109;43936;0.00961259526944;0;0;0;0;0;0;24;0.0417075852553
1481824065;0;16;0.055623620748500004;152;63608;0.00619042076563;0;0;0;0;0;0;24;0.0417003730933
1481824067;0;10;0.0144037008286;135;55760;0.00637838575575;0;0;0;0;0;0;13;0.0417088361887
1481824068;0;0;0.0;170;69768;0.00647361138288;0;0;0;0;0;0;5;0.28267302513099996
1481824069;0;0;0.0;221;90288;0.0046888055844499996;0;0;0;0;0;0;13;0.07600890673119999
1481824070;0;0;0.0;146;71792;0.006356979069640001;0;0;0;0;0;0;14;0.0760442188808
1481824071;0;0;0.0;175;82056;0.00594508579799;0;0;0;0;0;0;13;0.0760913812197
1481824072;0;0;0.0;122;60328;0.00867619670805;0;0;0;0;0;0;13;0.07611577327430001
1481824074;0;0;0.0;261;112848;0.00358104979855;0;0;0;0;0;0;13;0.07624937937810002
1481824075;0;0;0.0;226;90288;0.0046288175920500005;0;0;0;0;0;0;13;0.0761609994448
1481824076;0;110;0.0897215994922;254;121032;0.0037469450883;0;0;0;0;0;0;13;0.0761362405924
1481824077;0;42;0.0240009341921;224;95224;0.00477170518466;0;0;0;0;0;0;21;0.050590140479
1481824081;0;41;0.0239999003527;198;112792;0.005280045547869999;0;0;0;0;0;0;23;0.0417079925537
1481824083;0;42;0.023998737335200002;155;75056;0.00535613644508;0;0;0;0;0;0;24;0.0417054990927
1481824084;0;41;0.024001516946900003;211;84976;0.00546571993715;0;0;0;0;0;0;24;0.041707297166199996
1481824085;0;42;0.023999804542200003;247;103440;0.00417585797638;0;0;0;0;0;0;24;0.041708449522699996
1481824086;0;42;0.0239999294281;237;94752;0.00398125326583;0;0;0;0;0;0;24;0.0417110919952
1481824088;0;42;0.0239996399198;196;106648;0.00505563312647;0;0;0;0;0;0;24;0.0417077938716
1481824089;0;42;0.024000071343900004;197;99304;0.00522955904152;0;0;0;0;0;0;24;0.0417092045148
1481824091;0;42;0.024001115844400005;165;94336;0.00588631629944;0;0;0;0;0;0;24;0.041706830263099993
1481824092;0;42;0.0240000259309;232;94392;0.00445977161671;0;0;0;0;0;0;24;0.041708757480000004
1481824093;0;41;0.023998876897299997;194;79184;0.00505742215619;0;0;0;0;0;0;24;0.0417081614335
1481824094;0;42;0.024000928515499998;291;159968;0.00351265615614;0;0;0;0;0;0;24;0.0417088369528
1481824095;0;42;0.0240000486374;309;147696;0.0032100422868499997;0;0;0;0;0;0;24;0.041708409786199996
1481824096;0;41;0.0240001736618;259;129998;0.00385404645706;0;0;0;0;0;0;24;0.041706840197199994
1481824097;0;42;0.024001019341599997;239;113544;0.004016824347199999;0;0;0;0;0;0;24;0.041710913181300005
1481824099;0;41;0.0239995107418;222;121624;0.00410806380951;0;0;0;0;0;0;24;0.0417066216469
1481824100;0;42;0.024000241642900003;267;121664;0.0037749545850999998;0;0;0;0;0;0;24;0.0417093733946
1481824101;0;42;0.024000497091399998;269;137856;0.0040149892573;0;0;0;0;0;0;24;0.0417098303636
1481824102;0;41;0.023999004829199998;194;113504;0.004701514833979999;0;0;0;0;0;0;24;0.0417057573795
1481824105;0;41;0.024000068990199998;165;97288;0.005528928294329999;0;0;0;0;0;0;24;0.0417097012202
1481824106;0;42;0.0240004289718;297;145976;0.0037169191572399996;0;0;0;0;0;0;24;0.0417102078597
1481824107;0;42;0.0239999067216;306;145984;0.00352901259279;0;0;0;0;0;0;24;0.0417081316312
1481824108;0;41;0.0239986791843;306;145984;0.00305920566609;0;0;0;0;0;0;24;0.041707495848300004
1481824109;0;42;0.024000956898599997;344;162208;0.0029305379058;0;0;0;0;0;0;24;0.0417095422745
1481824110;0;42;0.0240004516783;324;146000;0.0029623331847;0;0;0;0;0;0;24;0.04170808196069999
1481824113;0;42;0.024000071343900004;247;113552;0.004178186177239999;0;0;0;0;0;0;24;0.04170878728230001
1481824114;0;41;0.0239992432478;221;113528;0.00488671566027;0;0;0;0;0;0;24;0.041706830263099993
1481824116;0;42;0.023999049550000002;228;97344;0.00442132824346;0;0;0;0;0;0;24;0.0417076647282
1481824117;0;41;0.0239999992091;173;89200;0.0052713410702700005;0;0;0;0;0;0;24;0.0417067507903
1481824118;0;42;0.0239988565445;192;97312;0.00550006826719;0;0;0;0;0;0;24;0.0417064527671
1481824119;0;42;0.024000071343900004;183;97304;0.005245999560330001;0;0;0;0;0;0;24;0.0417101681232
1481824120;0;41;0.0240009994042;220;105432;0.00447262742303;0;0;0;0;0;0;24;0.041707297166199996
1481824121;0;42;0.024000360852200003;211;105424;0.00511873050889;0;0;0;0;0;0;24;0.0417084991932
1481824122;0;42;0.0240005254745;165;97288;0.00567282329906;0;0;0;0;0;0;24;0.0417095820109
1481824123;0;41;0.023999121131;144;72984;0.005999750561180001;0;0;0;0;0;0;23;0.0417089565941
1481824124;0;42;0.0239999975477;173;97296;0.00624267627738;0;0;0;0;0;0;24;0.041707704464599996
1481824125;0;42;0.0239988111314;155;89184;0.0071227165960500004;0;0;0;0;0;0;24;0.041709333658199996
1481824126;0;41;0.024001487871500003;221;113528;0.00423547045677;0;0;0;0;0;0;24;0.0417052904765
1481824127;0;42;0.024000020254199998;316;154088;0.00334153748766;0;0;0;0;0;0;24;0.0417062540849
1481824131;0;42;0.0240011442275;643;316280;0.00156763775352;0;0;0;0;0;0;24;0.0417077839375
1481824132;0;41;0.024000388819999996;412;210840;0.0023883395981999997;0;0;0;0;0;0;24;0.0417114992936
1481824133;0;42;0.023999901044900004;346;178400;0.00284269090333;0;0;0;0;0;0;24;0.0417050421238
1481824134;0;42;0.023999072256499998;289;154064;0.0034878377683400003;0;0;0;0;0;0;24;0.0417110025883
1481824137;0;42;0.023998833838;230;113536;0.00417436931444;0;0;0;0;0;0;24;0.0417064130306
1481824138;0;41;0.023999731715099996;258;121656;0.00409292989923;0;0;0;0;0;0;24;0.041709423065199994
1481824139;0;42;0.024002234141;257;121656;0.00382874726321;0;0;0;0;0;0;24;0.0417044560115
1481824140;0;42;0.023999384471299998;220;105432;0.00404035503214;0;0;0;0;0;0;24;0.041711330413800006
1481824141;0;41;0.0239992665081;165;97288;0.0062493020838;0;0;0;0;0;0;24;0.041706999142999995
1481824142;0;42;0.0240011442275;192;97312;0.00574980303645;0;0;0;0;0;0;24;0.041707545518900005
1481824143;0;42;0.0239996172133;136;81072;0.00635338180205;0;0;0;0;0;0;24;0.041711330413800006
1481824144;0;41;0.024000417895400004;181;81112;0.0054365192328999995;0;0;0;0;0;0;24;0.041706631581
1481824145;0;42;0.023999356088200002;191;97312;0.00527761244649;0;0;0;0;0;0;24;0.041708121697100003
1481824146;0;42;0.024000497091399998;220;105432;0.00480347763408;0;0;0;0;0;0;24;0.041708250840500005
1481824147;0;41;0.0240067330802;154;81088;0.0065447912587700005;0;0;0;0;0;0;24;0.041708916425699995
1481824148;0;42;0.023993617012400003;154;81088;0.00639152062404;0;0;0;0;0;0;24;0.0417145391305
1481824149;0;42;0.0239994071779;127;81064;0.00811817326884;0;0;0;0;0;0;24;0.0417025883993
1481824150;0;41;0.023999295583599995;127;81064;0.0077545511441;0;0;0;0;0;0;24;0.0417089958986
1481824151;0;42;0.0240011385509;228;97344;0.0045226707793100005;0;0;0;0;0;0;24;0.0417028367519
1481824152;0;42;0.0239998329253;183;97304;0.00550900000692;0;0;0;0;0;0;24;0.041711201270400004
1481824153;0;41;0.023998318648900004;156;97280;0.00661465296379;0;0;0;0;0;0;24;0.0417073369026
1481824156;0;41;0.0239996095983;175;105392;0.005485410690310001;0;0;0;0;0;0;24;0.0417092045148
1481824157;0;42;0.0240002359663;184;105400;0.00560857679533;0;0;0;0;0;0;24;0.0417105853558
1481824158;0;42;0.023998833838;175;105392;0.00576009750366;0;0;0;0;0;0;24;0.041705916325300005
1481824160;0;42;0.0239999294281;202;105416;0.0049906190079;0;0;0;0;0;0;24;0.0417084991932
1481824161;0;42;0.0239998329253;166;105384;0.00607190936445;0;0;0;0;0;0;24;0.0417104562124
1481824162;0;41;0.024000947068400003;193;105408;0.00509921256742;0;0;0;0;0;0;24;0.041705707709
1481824163;0;42;0.023999713716099998;251;137840;0.00429895579577;0;0;0;0;0;0;24;0.0417108734449
1481824164;0;42;0.024000287056;211;105424;0.00454998129352;0;0;0;0;0;0;24;0.041709045569099996
1481824166;0;42;0.023998260498000003;202;105416;0.0047532272811000005;0;0;0;0;0;0;24;0.0417083700498
1481824167;0;42;0.024000360852200003;176;105392;0.00613494352861;0;0;0;0;0;0;24;0.041706999142999995
1481824168;0;41;0.0240012668982;156;97280;0.005999673635529999;0;0;0;0;0;0;24;0.0417087475459
1481824169;0;42;0.0239996172133;203;113512;0.0050844429749;0;0;0;0;0;0;24;0.0417069196701
1481824170;0;42;0.0240000486374;202;105416;0.00499017285829;0;0;0;0;0;0;24;0.041709999243400006
1481824173;0;42;0.0239998329253;249;121648;0.00395199572705;0;0;0;0;0;0;24;0.0417090058327
